number,src,dst,size,clean_size,date,time
7718,119.207.214.235,192.168.1.133,63,42,2015-08-27,13:07:54.395187
7719,192.168.1.133,114.27.165.244,117,66,2015-08-27,13:07:54.401009
7720,192.168.1.133,59.115.53.47,306,42,2015-08-27,13:07:54.441833
7721,192.168.1.133,59.115.53.47,116,42,2015-08-27,13:07:54.442212
7722,114.183.172.168,192.168.1.133,66,66,2015-08-27,13:07:54.500686
7723,192.168.1.133,59.115.53.47,116,42,2015-08-27,13:07:54.501378
7724,192.168.1.133,59.115.53.47,104,42,2015-08-27,13:07:54.524158
7725,192.168.1.133,59.115.53.47,306,42,2015-08-27,13:07:54.563419
7726,59.115.53.47,192.168.1.133,66,66,2015-08-27,13:07:54.713053
7727,125.14.49.16,192.168.1.133,151,42,2015-08-27,13:07:54.731996
7728,125.14.49.16,192.168.1.133,292,42,2015-08-27,13:07:54.732111
7729,125.14.49.16,192.168.1.133,137,42,2015-08-27,13:07:54.740192
7730,125.14.49.16,192.168.1.133,106,42,2015-08-27,13:07:54.741180
7731,125.14.49.16,192.168.1.133,230,42,2015-08-27,13:07:54.741769
7732,125.14.49.16,192.168.1.133,131,42,2015-08-27,13:07:54.742268
7733,125.14.49.16,192.168.1.133,102,42,2015-08-27,13:07:54.742692
7734,125.14.49.16,192.168.1.133,98,42,2015-08-27,13:07:54.742759
7735,125.14.49.16,192.168.1.133,138,42,2015-08-27,13:07:54.742920
7736,125.14.49.16,192.168.1.133,124,42,2015-08-27,13:07:54.743057
7737,125.14.49.16,192.168.1.133,163,42,2015-08-27,13:07:54.743104
7738,125.14.49.16,192.168.1.133,275,42,2015-08-27,13:07:54.743195
7739,125.14.49.16,192.168.1.133,217,42,2015-08-27,13:07:54.743290
7740,125.14.49.16,192.168.1.133,135,42,2015-08-27,13:07:54.743349
7741,125.14.49.16,192.168.1.133,141,42,2015-08-27,13:07:54.743569
7742,125.14.49.16,192.168.1.133,188,42,2015-08-27,13:07:54.743613
7743,125.14.49.16,192.168.1.133,128,42,2015-08-27,13:07:54.743642
7744,125.14.49.16,192.168.1.133,93,42,2015-08-27,13:07:54.743672
7745,125.14.49.16,192.168.1.133,273,42,2015-08-27,13:07:54.743704
7746,125.14.49.16,192.168.1.133,132,42,2015-08-27,13:07:54.743734
7747,114.27.165.244,192.168.1.133,74,74,2015-08-27,13:07:54.815696
7748,192.168.1.133,114.27.165.244,66,66,2015-08-27,13:07:54.815907
7749,192.168.1.133,114.27.165.244,138,66,2015-08-27,13:07:54.816400
7750,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:54.816498
7751,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:54.816643
7752,114.27.165.244,192.168.1.133,74,74,2015-08-27,13:07:54.820870
7753,192.168.1.133,114.27.165.244,66,66,2015-08-27,13:07:54.821044
7754,192.168.1.133,114.27.165.244,117,66,2015-08-27,13:07:54.821260
7755,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:54.821343
7756,175.214.184.186,192.168.1.133,68,42,2015-08-27,13:07:54.827700
7757,114.27.165.244,192.168.1.133,74,74,2015-08-27,13:07:54.834339
7758,192.168.1.133,114.27.165.244,66,66,2015-08-27,13:07:54.834514
7759,192.168.1.133,114.27.165.244,110,66,2015-08-27,13:07:54.835033
7760,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:54.835137
7761,114.27.165.244,192.168.1.133,118,66,2015-08-27,13:07:54.842808
7762,192.168.1.133,114.27.165.244,66,66,2015-08-27,13:07:54.842971
7763,192.168.1.133,114.27.165.244,74,66,2015-08-27,13:07:54.844769
7764,125.14.49.16,192.168.1.133,773,66,2015-08-27,13:07:54.896973
7765,192.168.1.133,125.14.49.16,78,78,2015-08-27,13:07:54.897130
7766,192.168.1.133,111.221.74.33,82,42,2015-08-27,13:07:54.901829
7767,192.168.1.133,59.115.53.47,124,42,2015-08-27,13:07:54.981722
7768,192.168.1.133,59.115.53.47,220,42,2015-08-27,13:07:55.023214
7769,192.168.1.133,59.115.53.47,284,42,2015-08-27,13:07:55.041465
7770,192.168.1.133,59.115.53.47,109,42,2015-08-27,13:07:55.101670
7771,192.168.1.133,119.207.214.235,103,66,2015-08-27,13:07:55.141027
7772,192.168.1.133,65.55.223.40,89,42,2015-08-27,13:07:55.153855
7773,125.14.49.16,192.168.1.133,111,42,2015-08-27,13:07:55.160829
7774,125.14.49.16,192.168.1.133,101,42,2015-08-27,13:07:55.161001
7775,192.168.1.133,59.115.53.47,81,42,2015-08-27,13:07:55.161818
7776,125.14.49.16,192.168.1.133,132,42,2015-08-27,13:07:55.168640
7777,125.14.49.16,192.168.1.133,144,42,2015-08-27,13:07:55.168749
7778,125.14.49.16,192.168.1.133,130,42,2015-08-27,13:07:55.168839
7779,125.14.49.16,192.168.1.133,164,42,2015-08-27,13:07:55.169252
7780,125.14.49.16,192.168.1.133,219,42,2015-08-27,13:07:55.169395
7781,125.14.49.16,192.168.1.133,130,42,2015-08-27,13:07:55.169730
7782,125.14.49.16,192.168.1.133,151,42,2015-08-27,13:07:55.169863
7783,125.14.49.16,192.168.1.133,254,42,2015-08-27,13:07:55.170697
7784,125.14.49.16,192.168.1.133,135,42,2015-08-27,13:07:55.170768
7785,125.14.49.16,192.168.1.133,139,42,2015-08-27,13:07:55.170814
7786,125.14.49.16,192.168.1.133,232,42,2015-08-27,13:07:55.171050
7787,125.14.49.16,192.168.1.133,133,42,2015-08-27,13:07:55.171238
7788,125.14.49.16,192.168.1.133,94,42,2015-08-27,13:07:55.171461
7789,125.14.49.16,192.168.1.133,125,42,2015-08-27,13:07:55.171651
7790,125.14.49.16,192.168.1.133,135,42,2015-08-27,13:07:55.171846
7791,125.14.49.16,192.168.1.133,147,42,2015-08-27,13:07:55.172121
7792,125.14.49.16,192.168.1.133,168,66,2015-08-27,13:07:55.172501
7793,192.168.1.133,125.14.49.16,66,66,2015-08-27,13:07:55.172711
7794,114.27.165.244,192.168.1.133,135,66,2015-08-27,13:07:55.265886
7795,192.168.1.133,114.27.165.244,66,66,2015-08-27,13:07:55.266084
7796,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:55.266861
7797,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:55.266945
7798,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:55.267016
7799,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:55.267090
7800,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:55.267159
7801,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:55.267511
7802,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:55.267590
7803,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:55.267705
7804,192.168.1.133,114.27.165.244,66,66,2015-08-27,13:07:55.268094
7805,192.168.1.133,114.27.165.244,98,66,2015-08-27,13:07:55.268341
7806,192.168.1.133,114.27.165.244,66,66,2015-08-27,13:07:55.268534
7807,192.168.1.133,114.27.165.244,83,66,2015-08-27,13:07:55.269079
7808,127.0.0.1,127.0.0.1,43,42,2015-08-27,13:07:55.269161
7809,114.27.165.244,192.168.1.133,145,66,2015-08-27,13:07:55.273669
7810,192.168.1.133,114.27.165.244,54,54,2015-08-27,13:07:55.274031
7811,114.27.165.244,192.168.1.133,74,66,2015-08-27,13:07:55.276543
7812,192.168.1.133,114.27.165.244,54,54,2015-08-27,13:07:55.276655
7813,111.221.74.33,192.168.1.133,70,42,2015-08-27,13:07:55.301169
7816,114.27.165.244,192.168.1.133,118,66,2015-08-27,13:07:55.307177
7817,192.168.1.133,114.27.165.244,54,54,2015-08-27,13:07:55.307335
7818,125.14.49.16,192.168.1.133,132,42,2015-08-27,13:07:55.354238
7819,125.14.49.16,192.168.1.133,204,42,2015-08-27,13:07:55.355061
7820,125.14.49.16,192.168.1.133,252,42,2015-08-27,13:07:55.356682
7821,125.14.49.16,192.168.1.133,127,42,2015-08-27,13:07:55.358198
7822,125.14.49.16,192.168.1.133,86,42,2015-08-27,13:07:55.358710
7823,125.14.49.16,192.168.1.133,193,42,2015-08-27,13:07:55.359243
7824,125.14.49.16,192.168.1.133,123,42,2015-08-27,13:07:55.359747
7825,125.14.49.16,192.168.1.133,82,42,2015-08-27,13:07:55.360197
7826,125.14.49.16,192.168.1.133,170,42,2015-08-27,13:07:55.360592
7827,125.14.49.16,192.168.1.133,125,42,2015-08-27,13:07:55.360660
7828,125.14.49.16,192.168.1.133,87,42,2015-08-27,13:07:55.360707
7829,119.207.214.235,192.168.1.133,83,66,2015-08-27,13:07:55.376484
7830,192.168.1.133,119.207.214.235,78,78,2015-08-27,13:07:55.376797
7831,125.14.49.16,192.168.1.133,105,66,2015-08-27,13:07:55.396695
7832,192.168.1.133,125.14.49.16,66,66,2015-08-27,13:07:55.396854
7833,192.168.1.133,59.115.53.47,126,42,2015-08-27,13:07:55.521937
7834,192.168.1.133,114.183.172.168,89,66,2015-08-27,13:07:55.536982
7835,192.168.1.133,59.115.53.47,89,66,2015-08-27,13:07:55.537090
7836,114.27.165.244,192.168.1.133,80,66,2015-08-27,13:07:55.714896
7837,192.168.1.133,114.27.165.244,104,66,2015-08-27,13:07:55.715803
7838,192.168.1.133,114.27.165.244,65,42,2015-08-27,13:07:55.717833
7839,114.27.165.244,192.168.1.133,80,66,2015-08-27,13:07:55.730259
7840,192.168.1.133,114.27.165.244,78,78,2015-08-27,13:07:55.730426
7841,125.14.49.16,192.168.1.133,111,42,2015-08-27,13:07:55.748304
7842,125.14.49.16,192.168.1.133,124,42,2015-08-27,13:07:55.748580
7843,125.14.49.16,192.168.1.133,150,42,2015-08-27,13:07:55.749711
7844,125.14.49.16,192.168.1.133,89,42,2015-08-27,13:07:55.749839
7845,125.14.49.16,192.168.1.133,175,42,2015-08-27,13:07:55.751603
7846,125.14.49.16,192.168.1.133,129,42,2015-08-27,13:07:55.751902
7847,125.14.49.16,192.168.1.133,125,42,2015-08-27,13:07:55.751974
7848,125.14.49.16,192.168.1.133,123,42,2015-08-27,13:07:55.752074
7849,125.14.49.16,192.168.1.133,276,42,2015-08-27,13:07:55.752182
7850,125.14.49.16,192.168.1.133,136,42,2015-08-27,13:07:55.752229
7851,125.14.49.16,192.168.1.133,191,42,2015-08-27,13:07:55.752273
7852,125.14.49.16,192.168.1.133,338,42,2015-08-27,13:07:55.752358
7853,125.14.49.16,192.168.1.133,147,42,2015-08-27,13:07:55.752439
7854,125.14.49.16,192.168.1.133,152,42,2015-08-27,13:07:55.752986
7855,125.14.49.16,192.168.1.133,111,42,2015-08-27,13:07:55.753067
7856,125.14.49.16,192.168.1.133,135,42,2015-08-27,13:07:55.753137
7857,125.14.49.16,192.168.1.133,112,42,2015-08-27,13:07:55.753204
7858,125.14.49.16,192.168.1.133,143,42,2015-08-27,13:07:55.753271
7859,125.14.49.16,192.168.1.133,271,42,2015-08-27,13:07:55.757174
7860,119.207.214.235,192.168.1.133,66,66,2015-08-27,13:07:55.773744
7861,192.168.1.133,119.207.214.235,141,66,2015-08-27,13:07:55.773909
7862,65.55.223.40,192.168.1.133,63,42,2015-08-27,13:07:55.811272
7863,157.55.56.154,192.168.1.133,69,66,2015-08-27,13:07:55.811390
7864,192.168.1.133,157.55.56.154,66,66,2015-08-27,13:07:55.851036
7865,192.168.1.133,64.4.23.153,89,42,2015-08-27,13:07:55.915912
7866,192.168.1.133,59.115.53.47,121,42,2015-08-27,13:07:55.941621
7867,192.168.1.133,59.115.53.47,110,42,2015-08-27,13:07:55.941967
7868,125.14.49.16,192.168.1.133,127,42,2015-08-27,13:07:55.947487
7869,125.14.49.16,192.168.1.133,148,42,2015-08-27,13:07:55.947596
7870,125.14.49.16,192.168.1.133,181,42,2015-08-27,13:07:55.954579
7871,125.14.49.16,192.168.1.133,255,42,2015-08-27,13:07:55.954709
7872,125.14.49.16,192.168.1.133,141,42,2015-08-27,13:07:55.954779
7873,125.14.49.16,192.168.1.133,157,42,2015-08-27,13:07:55.954844
7874,125.14.49.16,192.168.1.133,282,42,2015-08-27,13:07:55.955117
7875,125.14.49.16,192.168.1.133,148,42,2015-08-27,13:07:55.955227
7876,192.168.1.133,59.115.53.47,112,42,2015-08-27,13:07:56.062469
7877,114.183.172.168,192.168.1.133,81,66,2015-08-27,13:07:56.101025
7878,192.168.1.133,114.183.172.168,66,66,2015-08-27,13:07:56.101178
7879,192.168.1.133,59.115.53.47,110,42,2015-08-27,13:07:56.121596
7880,59.115.53.47,192.168.1.133,66,66,2015-08-27,13:07:56.141908
7881,192.168.1.133,59.115.53.47,104,66,2015-08-27,13:07:56.142084
7882,192.168.1.133,59.115.53.47,111,42,2015-08-27,13:07:56.181717
7883,119.207.214.235,192.168.1.133,70,66,2015-08-27,13:07:56.221083
7884,192.168.1.133,119.207.214.235,66,66,2015-08-27,13:07:56.221237
7885,114.27.165.244,192.168.1.133,64,42,2015-08-27,13:07:56.240930
7886,192.168.1.133,59.115.53.47,118,42,2015-08-27,13:07:56.241204
7887,114.27.165.244,192.168.1.133,80,66,2015-08-27,13:07:56.241562
7888,192.168.1.133,114.27.165.244,66,66,2015-08-27,13:07:56.241762
7889,192.168.1.133,114.27.165.244,70,66,2015-08-27,13:07:56.242076
7890,192.168.1.133,59.115.53.47,115,42,2015-08-27,13:07:56.265869
7891,192.168.1.133,59.115.53.47,306,42,2015-08-27,13:07:56.301521
7892,125.14.49.16,192.168.1.133,140,42,2015-08-27,13:07:56.357122
7893,125.14.49.16,192.168.1.133,288,42,2015-08-27,13:07:56.358616
7894,192.168.1.133,59.115.53.47,74,42,2015-08-27,13:07:56.359336
7895,125.14.49.16,192.168.1.133,146,42,2015-08-27,13:07:56.360611
7896,125.14.49.16,192.168.1.133,131,42,2015-08-27,13:07:56.360694
7897,125.14.49.16,192.168.1.133,145,42,2015-08-27,13:07:56.360740
7898,125.14.49.16,192.168.1.133,149,42,2015-08-27,13:07:56.360799
7899,125.14.49.16,192.168.1.133,248,42,2015-08-27,13:07:56.360853
7900,125.14.49.16,192.168.1.133,151,42,2015-08-27,13:07:56.360898
7901,125.14.49.16,192.168.1.133,131,42,2015-08-27,13:07:56.361001
7902,125.14.49.16,192.168.1.133,265,42,2015-08-27,13:07:56.361047
7903,192.168.1.133,59.115.53.47,114,42,2015-08-27,13:07:56.361074
7904,125.14.49.16,192.168.1.133,150,42,2015-08-27,13:07:56.361094
7905,125.14.49.16,192.168.1.133,148,42,2015-08-27,13:07:56.361138
7906,125.14.49.16,192.168.1.133,203,42,2015-08-27,13:07:56.361183
7907,125.14.49.16,192.168.1.133,314,42,2015-08-27,13:07:56.361227
7908,125.14.49.16,192.168.1.133,107,42,2015-08-27,13:07:56.365194
7909,125.14.49.16,192.168.1.133,146,42,2015-08-27,13:07:56.365318
7910,125.14.49.16,192.168.1.133,255,42,2015-08-27,13:07:56.365393
7911,125.14.49.16,192.168.1.133,176,42,2015-08-27,13:07:56.365464
7912,114.183.172.168,192.168.1.133,66,66,2015-08-27,13:07:56.365514
7913,192.168.1.133,114.183.172.168,108,66,2015-08-27,13:07:56.365675
7914,157.55.56.154,192.168.1.133,124,66,2015-08-27,13:07:56.491099
7915,192.168.1.133,157.55.56.154,66,66,2015-08-27,13:07:56.491462
7916,64.4.23.153,192.168.1.133,63,42,2015-08-27,13:07:56.492512
7917,192.168.1.133,10.137.178.29,70,42,2015-08-27,13:07:56.492836
7918,192.168.1.133,203.110.246.23,70,42,2015-08-27,13:07:56.492943
7919,59.115.53.47,192.168.1.133,89,66,2015-08-27,13:07:56.516656
7920,192.168.1.133,119.207.214.235,89,66,2015-08-27,13:07:56.538484
7921,125.14.49.16,192.168.1.133,137,42,2015-08-27,13:07:56.541258
7922,125.14.49.16,192.168.1.133,131,42,2015-08-27,13:07:56.541355
7923,125.14.49.16,192.168.1.133,134,42,2015-08-27,13:07:56.541642
7924,125.14.49.16,192.168.1.133,296,42,2015-08-27,13:07:56.542131
7925,125.14.49.16,192.168.1.133,110,42,2015-08-27,13:07:56.542195
7926,125.14.49.16,192.168.1.133,149,42,2015-08-27,13:07:56.542281
7927,125.14.49.16,192.168.1.133,275,42,2015-08-27,13:07:56.542765
7928,125.14.49.16,192.168.1.133,137,42,2015-08-27,13:07:56.542959
7929,125.14.49.16,192.168.1.133,145,42,2015-08-27,13:07:56.543060
7930,125.14.49.16,192.168.1.133,140,42,2015-08-27,13:07:56.543132
7931,125.14.49.16,192.168.1.133,166,42,2015-08-27,13:07:56.543294
7932,192.168.1.133,59.115.53.47,66,66,2015-08-27,13:07:56.551002
7933,192.168.1.133,157.55.56.154,1096,66,2015-08-27,13:07:56.581050
7934,192.168.1.133,59.115.53.47,111,42,2015-08-27,13:07:56.648356
7935,59.115.53.47,192.168.1.133,80,66,2015-08-27,13:07:56.701129
7936,192.168.1.133,59.115.53.47,89,66,2015-08-27,13:07:56.701450
7937,192.168.1.133,10.137.178.29,70,42,2015-08-27,13:07:56.704357
7938,192.168.1.133,203.110.246.23,70,42,2015-08-27,13:07:56.704490
7939,125.14.49.16,192.168.1.133,245,42,2015-08-27,13:07:56.740096
7940,125.14.49.16,192.168.1.133,151,42,2015-08-27,13:07:56.740203
7941,125.14.49.16,192.168.1.133,183,42,2015-08-27,13:07:56.745486
7942,125.14.49.16,192.168.1.133,269,42,2015-08-27,13:07:56.745591
7943,125.14.49.16,192.168.1.133,154,42,2015-08-27,13:07:56.745634
7944,125.14.49.16,192.168.1.133,149,42,2015-08-27,13:07:56.745676
7945,125.14.49.16,192.168.1.133,137,42,2015-08-27,13:07:56.745714
7946,125.14.49.16,192.168.1.133,179,42,2015-08-27,13:07:56.745752
7947,114.183.172.168,192.168.1.133,126,66,2015-08-27,13:07:56.777040
7948,192.168.1.133,114.183.172.168,89,66,2015-08-27,13:07:56.777159
7949,192.168.1.133,59.115.53.47,74,42,2015-08-27,13:07:56.777502
7950,192.168.1.133,59.115.53.47,116,42,2015-08-27,13:07:56.780893
7951,119.207.214.235,192.168.1.133,117,66,2015-08-27,13:07:56.825434
7952,192.168.1.133,119.207.214.235,66,66,2015-08-27,13:07:56.825560
7953,192.168.1.133,59.115.53.47,114,42,2015-08-27,13:07:56.841867
7954,114.27.165.244,192.168.1.133,89,66,2015-08-27,13:07:56.851903
7955,59.115.53.47,192.168.1.133,103,66,2015-08-27,13:07:56.852221
7956,192.168.1.133,114.27.165.244,66,66,2015-08-27,13:07:56.891026
7957,192.168.1.133,59.115.53.47,66,66,2015-08-27,13:07:56.891101
7958,192.168.1.133,86.67.194.187,60,42,2015-08-27,13:07:56.903439
7959,125.14.49.16,192.168.1.133,269,42,2015-08-27,13:07:56.941333
7960,125.14.49.16,192.168.1.133,137,42,2015-08-27,13:07:56.941444
7961,125.14.49.16,192.168.1.133,146,42,2015-08-27,13:07:56.963499
7962,125.14.49.16,192.168.1.133,243,42,2015-08-27,13:07:56.964122
7963,125.14.49.16,192.168.1.133,147,42,2015-08-27,13:07:56.964646
7964,125.14.49.16,192.168.1.133,121,42,2015-08-27,13:07:56.965101
7965,125.14.49.16,192.168.1.133,129,42,2015-08-27,13:07:56.965757
7966,125.14.49.16,192.168.1.133,275,42,2015-08-27,13:07:56.965846
7967,125.14.49.16,192.168.1.133,146,42,2015-08-27,13:07:56.965898
7968,125.14.49.16,192.168.1.133,163,42,2015-08-27,13:07:56.965943
7969,192.168.1.133,59.115.53.47,109,42,2015-08-27,13:07:57.003024
7970,59.115.53.47,192.168.1.133,66,66,2015-08-27,13:07:57.048804
7971,192.168.1.133,59.115.53.47,70,66,2015-08-27,13:07:57.048964
7972,114.27.165.244,192.168.1.133,66,66,2015-08-27,13:07:57.049050
7973,192.168.1.133,114.27.165.244,104,66,2015-08-27,13:07:57.049141
7974,86.67.194.187,192.168.1.133,68,42,2015-08-27,13:07:57.117643
7975,192.168.1.133,10.137.178.29,70,42,2015-08-27,13:07:57.119119
7976,192.168.1.133,203.110.246.23,70,42,2015-08-27,13:07:57.119307
7977,192.168.1.133,86.67.194.187,60,42,2015-08-27,13:07:57.119410
7978,125.14.49.16,192.168.1.133,257,42,2015-08-27,13:07:57.123022
7979,125.14.49.16,192.168.1.133,139,42,2015-08-27,13:07:57.123256
7980,125.14.49.16,192.168.1.133,135,42,2015-08-27,13:07:57.126279
7981,125.14.49.16,192.168.1.133,117,42,2015-08-27,13:07:57.127259
7982,125.14.49.16,192.168.1.133,160,42,2015-08-27,13:07:57.128067
7983,125.14.49.16,192.168.1.133,260,42,2015-08-27,13:07:57.128855
7984,125.14.49.16,192.168.1.133,173,42,2015-08-27,13:07:57.129708
7985,125.14.49.16,192.168.1.133,180,42,2015-08-27,13:07:57.130564
7986,192.168.1.133,59.115.53.47,200,42,2015-08-27,13:07:57.141843
7987,192.168.1.133,59.115.53.47,118,42,2015-08-27,13:07:57.142319
7988,119.207.214.235,192.168.1.133,66,66,2015-08-27,13:07:57.162951
7989,192.168.1.133,119.207.214.235,70,66,2015-08-27,13:07:57.163131
7990,192.168.1.133,59.115.53.47,114,42,2015-08-27,13:07:57.201611
7991,157.55.56.154,192.168.1.133,66,66,2015-08-27,13:07:57.211156
7992,192.168.1.133,157.55.56.154,117,66,2015-08-27,13:07:57.211321
7993,157.55.56.154,192.168.1.133,70,66,2015-08-27,13:07:57.211359
7994,192.168.1.133,157.55.56.154,66,66,2015-08-27,13:07:57.211428
7995,192.168.1.133,59.115.53.47,111,42,2015-08-27,13:07:57.261806
7996,86.67.194.187,192.168.1.133,68,42,2015-08-27,13:07:57.320378
7997,192.168.1.133,86.67.194.187,60,42,2015-08-27,13:07:57.321819
7998,125.14.49.16,192.168.1.133,144,42,2015-08-27,13:07:57.331537
7999,125.14.49.16,192.168.1.133,145,42,2015-08-27,13:07:57.333070
8000,125.14.49.16,192.168.1.133,106,42,2015-08-27,13:07:57.334517
8001,125.14.49.16,192.168.1.133,276,42,2015-08-27,13:07:57.335040
8002,125.14.49.16,192.168.1.133,103,42,2015-08-27,13:07:57.335383
8003,125.14.49.16,192.168.1.133,278,42,2015-08-27,13:07:57.335758
8004,125.14.49.16,192.168.1.133,124,42,2015-08-27,13:07:57.335825
8005,125.14.49.16,192.168.1.133,121,42,2015-08-27,13:07:57.335872
8006,125.14.49.16,192.168.1.133,141,42,2015-08-27,13:07:57.335920
8007,114.27.165.244,192.168.1.133,103,66,2015-08-27,13:07:57.337745
8008,192.168.1.133,114.27.165.244,66,66,2015-08-27,13:07:57.337857
8009,114.183.172.168,192.168.1.133,66,66,2015-08-27,13:07:57.351781
8010,59.115.53.47,192.168.1.133,66,66,2015-08-27,13:07:57.400951
8011,192.168.1.133,59.115.53.47,112,42,2015-08-27,13:07:57.425904
8012,114.183.172.168,192.168.1.133,89,66,2015-08-27,13:07:57.483737
8013,192.168.1.133,59.115.53.47,174,42,2015-08-27,13:07:57.501622
8014,192.168.1.133,114.183.172.168,66,66,2015-08-27,13:07:57.521069
8015,192.168.1.133,114.183.172.168,89,66,2015-08-27,13:07:57.539492
8016,192.168.1.133,59.115.53.47,89,66,2015-08-27,13:07:57.539613
8017,192.168.1.133,59.115.53.47,109,42,2015-08-27,13:07:57.561420
8018,59.115.53.47,192.168.1.133,89,66,2015-08-27,13:07:57.661256
8019,192.168.1.133,59.115.53.47,66,66,2015-08-27,13:07:57.661468
8020,125.14.49.16,192.168.1.133,185,42,2015-08-27,13:07:57.661814
8021,125.14.49.16,192.168.1.133,204,42,2015-08-27,13:07:57.662472
8022,125.14.49.16,192.168.1.133,318,42,2015-08-27,13:07:57.662892
8023,125.14.49.16,192.168.1.133,240,42,2015-08-27,13:07:57.662960
8024,125.14.49.16,192.168.1.133,554,42,2015-08-27,13:07:57.663004
8025,125.14.49.16,192.168.1.133,217,42,2015-08-27,13:07:57.663052
8026,125.14.49.16,192.168.1.133,294,42,2015-08-27,13:07:57.663099
8027,125.14.49.16,192.168.1.133,206,42,2015-08-27,13:07:57.663147
8028,125.14.49.16,192.168.1.133,212,42,2015-08-27,13:07:57.663196
8029,125.14.49.16,192.168.1.133,155,42,2015-08-27,13:07:57.663242
8030,125.14.49.16,192.168.1.133,519,42,2015-08-27,13:07:57.663287
8031,125.14.49.16,192.168.1.133,128,42,2015-08-27,13:07:57.663333
8032,125.14.49.16,192.168.1.133,399,42,2015-08-27,13:07:57.663377
8033,125.14.49.16,192.168.1.133,203,42,2015-08-27,13:07:57.663487
8034,125.14.49.16,192.168.1.133,147,42,2015-08-27,13:07:57.663545
8035,119.207.214.235,192.168.1.133,89,66,2015-08-27,13:07:57.689595
8036,192.168.1.133,119.207.214.235,89,66,2015-08-27,13:07:57.689767
8037,86.67.194.187,192.168.1.133,68,42,2015-08-27,13:07:57.689821
8038,114.27.165.244,192.168.1.133,66,66,2015-08-27,13:07:57.693989
8039,192.168.1.133,114.27.165.244,89,66,2015-08-27,13:07:57.694138
8040,192.168.1.133,86.67.194.187,60,42,2015-08-27,13:07:57.694628
8041,125.14.49.16,192.168.1.133,915,66,2015-08-27,13:07:57.726749
8042,192.168.1.133,125.14.49.16,78,78,2015-08-27,13:07:57.726913
8043,192.168.1.133,59.115.53.47,113,42,2015-08-27,13:07:57.801361
8044,192.168.1.133,59.115.53.47,109,42,2015-08-27,13:07:57.813955
8045,125.14.49.16,192.168.1.133,159,42,2015-08-27,13:07:57.835191
8046,125.14.49.16,192.168.1.133,201,42,2015-08-27,13:07:57.835346
8047,192.168.1.133,59.115.53.47,81,42,2015-08-27,13:07:57.836517
8048,125.14.49.16,192.168.1.133,138,42,2015-08-27,13:07:57.844685
8049,125.14.49.16,192.168.1.133,296,42,2015-08-27,13:07:57.844833
8050,125.14.49.16,192.168.1.133,299,42,2015-08-27,13:07:57.844889
8051,125.14.49.16,192.168.1.133,161,42,2015-08-27,13:07:57.844987
8052,125.14.49.16,192.168.1.133,132,42,2015-08-27,13:07:57.845045
8053,125.14.49.16,192.168.1.133,190,42,2015-08-27,13:07:57.845243
8054,125.14.49.16,192.168.1.133,173,42,2015-08-27,13:07:57.845307
8055,192.168.1.133,59.115.53.47,82,42,2015-08-27,13:07:57.847192
8056,192.168.1.133,125.14.49.16,103,66,2015-08-27,13:07:57.851044
8057,192.168.1.133,59.115.53.47,303,42,2015-08-27,13:07:57.861614
8058,157.55.56.154,192.168.1.133,66,66,2015-08-27,13:07:57.891040
8059,59.115.53.47,192.168.1.133,66,66,2015-08-27,13:07:57.892525
8060,86.67.194.187,192.168.1.133,68,42,2015-08-27,13:07:57.896011
8061,192.168.1.133,10.137.178.29,70,42,2015-08-27,13:07:57.948571
8062,192.168.1.133,203.110.246.23,70,42,2015-08-27,13:07:57.948685
8063,192.168.1.133,59.115.53.47,117,42,2015-08-27,13:07:58.101542
8064,192.168.1.133,59.115.53.47,112,42,2015-08-27,13:07:58.161412
8065,192.168.1.133,59.115.53.47,107,42,2015-08-27,13:07:58.179825
8066,125.14.49.16,192.168.1.133,243,42,2015-08-27,13:07:58.331232
8067,125.14.49.16,192.168.1.133,402,42,2015-08-27,13:07:58.331338
8068,125.14.49.16,192.168.1.133,250,42,2015-08-27,13:07:58.331377
8069,125.14.49.16,192.168.1.133,407,42,2015-08-27,13:07:58.331410
8070,125.14.49.16,192.168.1.133,165,42,2015-08-27,13:07:58.331443
8071,125.14.49.16,192.168.1.133,175,42,2015-08-27,13:07:58.331475
8072,125.14.49.16,192.168.1.133,194,42,2015-08-27,13:07:58.331513
8073,125.14.49.16,192.168.1.133,185,42,2015-08-27,13:07:58.331546
8074,125.14.49.16,192.168.1.133,179,42,2015-08-27,13:07:58.331926
8075,114.183.172.168,192.168.1.133,66,66,2015-08-27,13:07:58.331963
8076,125.14.49.16,192.168.1.133,333,42,2015-08-27,13:07:58.332023
8077,125.14.49.16,192.168.1.133,166,42,2015-08-27,13:07:58.332054
