number,src,dst,size,clean_size,date,time
36026,192.168.1.133,114.27.165.244,221,42,2015-08-27,13:13:20.421429
36027,192.168.1.133,114.27.165.244,132,42,2015-08-27,13:13:20.430989
36028,192.168.1.133,114.27.165.244,210,42,2015-08-27,13:13:20.478788
36029,192.168.1.133,114.27.165.244,208,42,2015-08-27,13:13:20.481626
36030,218.237.107.233,192.168.1.133,225,42,2015-08-27,13:13:20.493062
36031,218.237.107.233,192.168.1.133,131,42,2015-08-27,13:13:20.494116
36032,218.237.107.233,192.168.1.133,136,42,2015-08-27,13:13:20.494979
36033,218.237.107.233,192.168.1.133,152,42,2015-08-27,13:13:20.495059
36034,218.237.107.233,192.168.1.133,122,42,2015-08-27,13:13:20.495108
36035,218.237.107.233,192.168.1.133,223,42,2015-08-27,13:13:20.495155
36036,218.237.107.233,192.168.1.133,188,42,2015-08-27,13:13:20.495201
36037,218.237.107.233,192.168.1.133,340,42,2015-08-27,13:13:20.495245
36038,218.237.107.233,192.168.1.133,159,42,2015-08-27,13:13:20.495539
36039,218.237.107.233,192.168.1.133,126,42,2015-08-27,13:13:20.495610
36040,119.207.214.235,192.168.1.133,70,66,2015-08-27,13:13:20.495658
36041,192.168.1.133,119.207.214.235,66,66,2015-08-27,13:13:20.495765
36042,114.27.165.244,192.168.1.133,70,66,2015-08-27,13:13:20.495816
36043,192.168.1.133,114.27.165.244,70,66,2015-08-27,13:13:20.495899
36044,192.168.1.133,114.27.165.244,136,42,2015-08-27,13:13:20.514623
36045,218.237.107.233,192.168.1.133,243,42,2015-08-27,13:13:20.532500
36046,218.237.107.233,192.168.1.133,186,42,2015-08-27,13:13:20.532705
36047,192.168.1.133,114.27.165.244,216,42,2015-08-27,13:13:20.541847
36048,192.168.1.133,114.27.165.244,118,42,2015-08-27,13:13:20.581106
36049,192.168.1.133,114.27.165.244,220,42,2015-08-27,13:13:20.603867
36050,192.168.1.133,114.27.165.244,152,42,2015-08-27,13:13:20.614301
36051,192.168.1.133,114.27.165.244,255,42,2015-08-27,13:13:20.650279
36052,192.168.1.133,10.137.178.29,70,42,2015-08-27,13:13:20.654182
36053,192.168.1.133,203.110.246.23,70,42,2015-08-27,13:13:20.654293
36054,218.237.107.233,192.168.1.133,274,42,2015-08-27,13:13:20.655549
36055,218.237.107.233,192.168.1.133,240,42,2015-08-27,13:13:20.655676
36056,218.237.107.233,192.168.1.133,406,42,2015-08-27,13:13:20.656321
36057,218.237.107.233,192.168.1.133,126,42,2015-08-27,13:13:20.656381
36058,192.168.1.133,114.27.165.244,234,42,2015-08-27,13:13:20.661602
36059,192.168.1.133,114.27.165.244,168,42,2015-08-27,13:13:20.683862
36060,192.168.1.133,114.27.165.244,274,42,2015-08-27,13:13:20.717637
36061,192.168.1.133,114.27.165.244,241,42,2015-08-27,13:13:20.721532
36062,192.168.1.133,114.27.165.244,129,42,2015-08-27,13:13:20.749334
36063,192.168.1.133,114.27.165.244,226,42,2015-08-27,13:13:20.782035
36064,192.168.1.133,114.27.165.244,121,42,2015-08-27,13:13:20.798816
36065,14.53.199.67,192.168.1.133,66,66,2015-08-27,13:13:20.822535
36066,192.168.1.133,14.53.199.67,70,66,2015-08-27,13:13:20.822698
36067,218.237.107.233,192.168.1.133,196,42,2015-08-27,13:13:20.822783
36068,218.237.107.233,192.168.1.133,302,42,2015-08-27,13:13:20.823480
36069,218.237.107.233,192.168.1.133,148,42,2015-08-27,13:13:20.823866
36070,218.237.107.233,192.168.1.133,234,42,2015-08-27,13:13:20.824263
36071,218.237.107.233,192.168.1.133,324,42,2015-08-27,13:13:20.824659
36072,218.237.107.233,192.168.1.133,172,42,2015-08-27,13:13:20.825075
36073,218.237.107.233,192.168.1.133,130,42,2015-08-27,13:13:20.825472
36074,218.237.107.233,192.168.1.133,131,42,2015-08-27,13:13:20.825803
36075,218.237.107.233,192.168.1.133,334,42,2015-08-27,13:13:20.826273
36076,218.237.107.233,192.168.1.133,265,66,2015-08-27,13:13:20.826609
36077,192.168.1.133,218.237.107.233,66,66,2015-08-27,13:13:20.826926
36078,192.168.1.133,114.27.165.244,246,42,2015-08-27,13:13:20.835655
36079,192.168.1.133,114.27.165.244,214,42,2015-08-27,13:13:20.841656
36080,192.168.1.133,114.27.165.244,169,42,2015-08-27,13:13:20.866371
36081,192.168.1.133,114.27.165.244,248,42,2015-08-27,13:13:20.902411
36082,192.168.1.133,114.27.165.244,154,42,2015-08-27,13:13:20.935039
36083,192.168.1.133,114.27.165.244,231,42,2015-08-27,13:13:20.963747
36084,192.168.1.133,114.27.165.244,139,42,2015-08-27,13:13:20.967412
36085,192.168.1.133,114.27.165.244,235,42,2015-08-27,13:13:21.002910
36086,157.55.56.154,192.168.1.133,73,66,2015-08-27,13:13:21.011292
36087,192.168.1.133,157.55.56.154,66,66,2015-08-27,13:13:21.011461
36088,192.168.1.133,157.55.56.154,84,66,2015-08-27,13:13:21.012123
36089,192.168.1.133,114.27.165.244,245,42,2015-08-27,13:13:21.024329
36090,192.168.1.133,114.27.165.244,127,42,2015-08-27,13:13:21.035435
36091,14.53.199.67,192.168.1.133,70,66,2015-08-27,13:13:21.053136
36092,192.168.1.133,14.53.199.67,66,66,2015-08-27,13:13:21.053264
36093,218.237.107.233,192.168.1.133,191,42,2015-08-27,13:13:21.053557
36094,218.237.107.233,192.168.1.133,180,42,2015-08-27,13:13:21.055340
36095,218.237.107.233,192.168.1.133,283,42,2015-08-27,13:13:21.055518
36096,218.237.107.233,192.168.1.133,175,42,2015-08-27,13:13:21.055570
36097,218.237.107.233,192.168.1.133,162,42,2015-08-27,13:13:21.055624
36098,218.237.107.233,192.168.1.133,318,42,2015-08-27,13:13:21.055680
36099,218.237.107.233,192.168.1.133,129,42,2015-08-27,13:13:21.055727
36100,218.237.107.233,192.168.1.133,176,42,2015-08-27,13:13:21.055798
36101,192.168.1.133,114.27.165.244,230,42,2015-08-27,13:13:21.069590
36102,192.168.1.133,114.27.165.244,225,42,2015-08-27,13:13:21.081594
36103,192.168.1.133,114.27.165.244,122,42,2015-08-27,13:13:21.117720
36104,218.237.107.233,192.168.1.133,233,42,2015-08-27,13:13:21.121970
36105,218.237.107.233,192.168.1.133,346,42,2015-08-27,13:13:21.122469
36106,218.237.107.233,192.168.1.133,180,42,2015-08-27,13:13:21.134539
36107,218.237.107.233,192.168.1.133,130,42,2015-08-27,13:13:21.134663
36108,218.237.107.233,192.168.1.133,235,42,2015-08-27,13:13:21.134713
36109,218.237.107.233,192.168.1.133,333,42,2015-08-27,13:13:21.134761
36110,192.168.1.133,114.27.165.244,221,42,2015-08-27,13:13:21.141653
36111,192.168.1.133,114.27.165.244,127,42,2015-08-27,13:13:21.152691
36112,192.168.1.133,114.27.165.244,233,42,2015-08-27,13:13:21.184902
36113,192.168.1.133,114.27.165.244,228,42,2015-08-27,13:13:21.201686
36114,114.27.165.244,192.168.1.133,66,66,2015-08-27,13:13:21.207142
36115,192.168.1.133,114.27.165.244,142,42,2015-08-27,13:13:21.220475
36116,192.168.1.133,114.27.165.244,232,42,2015-08-27,13:13:21.253823
36117,192.168.1.133,114.27.165.244,215,42,2015-08-27,13:13:21.262404
36118,192.168.1.133,114.27.165.244,130,42,2015-08-27,13:13:21.286056
36119,218.237.107.233,192.168.1.133,133,42,2015-08-27,13:13:21.306634
36120,218.237.107.233,192.168.1.133,151,42,2015-08-27,13:13:21.306745
36121,192.168.1.133,114.27.165.244,230,42,2015-08-27,13:13:21.319087
36122,192.168.1.133,114.27.165.244,214,42,2015-08-27,13:13:21.323710
36123,218.237.107.233,192.168.1.133,188,42,2015-08-27,13:13:21.338809
36124,218.237.107.233,192.168.1.133,333,42,2015-08-27,13:13:21.338941
36125,218.237.107.233,192.168.1.133,126,42,2015-08-27,13:13:21.339033
36126,192.168.1.133,114.27.165.244,74,42,2015-08-27,13:13:21.339617
36127,218.237.107.233,192.168.1.133,178,42,2015-08-27,13:13:21.341417
36128,218.237.107.233,192.168.1.133,132,42,2015-08-27,13:13:21.341509
36129,218.237.107.233,192.168.1.133,371,42,2015-08-27,13:13:21.341564
36130,192.168.1.133,114.27.165.244,131,42,2015-08-27,13:13:21.354079
36131,218.237.107.233,192.168.1.133,142,42,2015-08-27,13:13:21.363582
36132,218.237.107.233,192.168.1.133,339,42,2015-08-27,13:13:21.364055
36133,192.168.1.133,114.27.165.244,200,42,2015-08-27,13:13:21.381540
36134,192.168.1.133,114.27.165.244,136,42,2015-08-27,13:13:21.386811
36135,192.168.1.133,114.27.165.244,244,42,2015-08-27,13:13:21.437362
36136,192.168.1.133,114.27.165.244,229,42,2015-08-27,13:13:21.442644
36137,192.168.1.133,114.27.165.244,153,42,2015-08-27,13:13:21.472021
36138,14.53.199.67,192.168.1.133,66,66,2015-08-27,13:13:21.485467
36139,218.237.107.233,192.168.1.133,146,42,2015-08-27,13:13:21.495541
36140,218.237.107.233,192.168.1.133,134,42,2015-08-27,13:13:21.496218
36141,192.168.1.133,114.27.165.244,226,42,2015-08-27,13:13:21.503626
36142,192.168.1.133,114.27.165.244,134,42,2015-08-27,13:13:21.505777
36143,192.168.1.133,114.27.165.244,221,42,2015-08-27,13:13:21.537838
36144,192.168.1.133,114.27.165.244,222,42,2015-08-27,13:13:21.561366
36145,192.168.1.133,114.27.165.244,124,42,2015-08-27,13:13:21.571373
36146,192.168.1.133,114.27.165.244,260,42,2015-08-27,13:13:21.608262
36147,192.168.1.133,114.27.165.244,233,42,2015-08-27,13:13:21.642470
36148,192.168.1.133,114.27.165.244,214,42,2015-08-27,13:13:21.675244
36149,157.55.56.154,192.168.1.133,66,66,2015-08-27,13:13:21.681237
36150,192.168.1.133,114.27.165.244,207,42,2015-08-27,13:13:21.681644
36151,192.168.1.133,114.27.165.244,128,42,2015-08-27,13:13:21.709381
36152,192.168.1.133,114.27.165.244,233,42,2015-08-27,13:13:21.741709
36153,192.168.1.133,114.27.165.244,132,42,2015-08-27,13:13:21.757902
36154,192.168.1.133,114.27.165.244,218,42,2015-08-27,13:13:21.791822
36155,192.168.1.133,114.27.165.244,225,42,2015-08-27,13:13:21.802220
36156,192.168.1.133,114.27.165.244,130,42,2015-08-27,13:13:21.824773
36157,192.168.1.133,114.27.165.244,232,42,2015-08-27,13:13:21.858471
36158,218.237.107.233,192.168.1.133,271,42,2015-08-27,13:13:21.860642
36159,218.237.107.233,192.168.1.133,215,42,2015-08-27,13:13:21.860731
36160,218.237.107.233,192.168.1.133,262,42,2015-08-27,13:13:21.860818
36161,218.237.107.233,192.168.1.133,376,42,2015-08-27,13:13:21.861045
36162,218.237.107.233,192.168.1.133,173,42,2015-08-27,13:13:21.861127
36163,218.237.107.233,192.168.1.133,132,42,2015-08-27,13:13:21.861230
36164,218.237.107.233,192.168.1.133,205,42,2015-08-27,13:13:21.861430
36165,218.237.107.233,192.168.1.133,292,42,2015-08-27,13:13:21.861640
36166,218.237.107.233,192.168.1.133,261,42,2015-08-27,13:13:21.861838
36167,218.237.107.233,192.168.1.133,257,42,2015-08-27,13:13:21.862032
36168,192.168.1.133,114.27.165.244,227,42,2015-08-27,13:13:21.862169
36169,218.237.107.233,192.168.1.133,372,42,2015-08-27,13:13:21.862253
36170,218.237.107.233,192.168.1.133,172,42,2015-08-27,13:13:21.862415
36171,218.237.107.233,192.168.1.133,152,42,2015-08-27,13:13:21.862562
36172,218.237.107.233,192.168.1.133,353,42,2015-08-27,13:13:21.862734
36173,192.168.1.133,114.27.165.244,123,42,2015-08-27,13:13:21.921477
36174,192.168.1.133,114.27.165.244,149,42,2015-08-27,13:13:21.924947
36175,192.168.1.133,114.27.165.244,243,42,2015-08-27,13:13:21.957930
36176,218.237.107.233,192.168.1.133,173,42,2015-08-27,13:13:21.958452
36177,192.168.1.133,114.27.165.244,221,42,2015-08-27,13:13:21.983056
36178,218.237.107.233,192.168.1.133,138,42,2015-08-27,13:13:21.985985
36179,192.168.1.133,114.27.165.244,123,42,2015-08-27,13:13:21.995659
36180,218.237.107.233,192.168.1.133,221,42,2015-08-27,13:13:22.021152
36181,218.237.107.233,192.168.1.133,372,42,2015-08-27,13:13:22.021323
36182,218.237.107.233,192.168.1.133,135,42,2015-08-27,13:13:22.021398
36183,218.237.107.233,192.168.1.133,127,42,2015-08-27,13:13:22.022092
36184,218.237.107.233,192.168.1.133,349,42,2015-08-27,13:13:22.022148
36185,218.237.107.233,192.168.1.133,186,42,2015-08-27,13:13:22.022191
36186,192.168.1.133,114.27.165.244,217,42,2015-08-27,13:13:22.043358
36187,192.168.1.133,114.27.165.244,137,42,2015-08-27,13:13:22.043639
36188,218.237.107.233,192.168.1.133,178,66,2015-08-27,13:13:22.053003
36189,192.168.1.133,218.237.107.233,66,66,2015-08-27,13:13:22.053156
36190,192.168.1.133,114.27.165.244,241,42,2015-08-27,13:13:22.076140
36191,192.168.1.133,114.27.165.244,209,42,2015-08-27,13:13:22.101962
36192,192.168.1.133,114.27.165.244,133,42,2015-08-27,13:13:22.112352
36193,192.168.1.133,114.27.165.244,218,42,2015-08-27,13:13:22.146637
36194,218.237.107.233,192.168.1.133,134,42,2015-08-27,13:13:22.147664
36195,218.237.107.233,192.168.1.133,152,42,2015-08-27,13:13:22.148590
36196,218.237.107.233,192.168.1.133,356,42,2015-08-27,13:13:22.149003
36197,218.237.107.233,192.168.1.133,134,42,2015-08-27,13:13:22.152948
36198,218.237.107.233,192.168.1.133,211,42,2015-08-27,13:13:22.153050
36199,218.237.107.233,192.168.1.133,369,42,2015-08-27,13:13:22.153097
36200,218.237.107.233,192.168.1.133,125,42,2015-08-27,13:13:22.153153
36201,192.168.1.133,114.27.165.244,203,42,2015-08-27,13:13:22.161597
36202,192.168.1.133,114.27.165.244,130,42,2015-08-27,13:13:22.191411
36203,192.168.1.133,114.27.165.244,205,42,2015-08-27,13:13:22.221301
36204,218.237.107.233,192.168.1.133,239,42,2015-08-27,13:13:22.226699
36205,192.168.1.133,114.27.165.244,122,42,2015-08-27,13:13:22.245495
36206,192.168.1.133,114.27.165.244,225,42,2015-08-27,13:13:22.278986
36207,192.168.1.133,114.27.165.244,209,42,2015-08-27,13:13:22.282313
36208,192.168.1.133,114.27.165.244,134,42,2015-08-27,13:13:22.312845
36209,192.168.1.133,114.27.165.244,195,42,2015-08-27,13:13:22.341454
36210,192.168.1.133,114.27.165.244,135,42,2015-08-27,13:13:22.348714
36211,192.168.1.133,119.207.214.235,90,66,2015-08-27,13:13:22.389132
36212,192.168.1.133,114.27.165.244,90,66,2015-08-27,13:13:22.389248
36213,192.168.1.133,218.237.107.233,90,66,2015-08-27,13:13:22.389317
36214,192.168.1.133,14.53.199.67,90,66,2015-08-27,13:13:22.389380
36215,192.168.1.133,114.27.165.244,228,42,2015-08-27,13:13:22.398914
36216,192.168.1.133,114.27.165.244,207,42,2015-08-27,13:13:22.402288
36217,192.168.1.133,114.27.165.244,134,42,2015-08-27,13:13:22.429571
36218,192.168.1.133,114.27.165.244,203,42,2015-08-27,13:13:22.462315
36219,192.168.1.133,114.27.165.244,147,42,2015-08-27,13:13:22.464142
36220,192.168.1.133,114.27.165.244,248,42,2015-08-27,13:13:22.497926
36221,192.168.1.133,114.27.165.244,219,42,2015-08-27,13:13:22.522146
36222,192.168.1.133,114.27.165.244,128,42,2015-08-27,13:13:22.531767
36223,192.168.1.133,114.27.165.244,212,42,2015-08-27,13:13:22.563131
36224,218.237.107.233,192.168.1.133,188,42,2015-08-27,13:13:22.581439
36225,218.237.107.233,192.168.1.133,327,42,2015-08-27,13:13:22.581544
36226,218.237.107.233,192.168.1.133,172,42,2015-08-27,13:13:22.581587
36227,119.207.214.235,192.168.1.133,90,66,2015-08-27,13:13:22.581621
36228,192.168.1.133,119.207.214.235,66,66,2015-08-27,13:13:22.581723
36229,114.27.165.244,192.168.1.133,90,66,2015-08-27,13:13:22.581768
36230,14.53.199.67,192.168.1.133,90,66,2015-08-27,13:13:22.581817
36231,192.168.1.133,14.53.199.67,66,66,2015-08-27,13:13:22.581892
36232,218.237.107.233,192.168.1.133,372,42,2015-08-27,13:13:22.581907
36233,218.237.107.233,192.168.1.133,135,42,2015-08-27,13:13:22.581939
36234,218.237.107.233,192.168.1.133,162,42,2015-08-27,13:13:22.581971
36235,218.237.107.233,192.168.1.133,338,42,2015-08-27,13:13:22.582003
36236,218.237.107.233,192.168.1.133,135,42,2015-08-27,13:13:22.582034
36237,218.237.107.233,192.168.1.133,136,42,2015-08-27,13:13:22.582065
36238,218.237.107.233,192.168.1.133,131,42,2015-08-27,13:13:22.582408
36239,218.237.107.233,192.168.1.133,137,66,2015-08-27,13:13:22.582439
36240,192.168.1.133,218.237.107.233,66,66,2015-08-27,13:13:22.582501
36241,218.237.107.233,192.168.1.133,132,42,2015-08-27,13:13:22.582516
36242,218.237.107.233,192.168.1.133,387,42,2015-08-27,13:13:22.582550
36243,218.237.107.233,192.168.1.133,234,42,2015-08-27,13:13:22.582581
36244,218.237.107.233,192.168.1.133,432,42,2015-08-27,13:13:22.582612
36245,218.237.107.233,192.168.1.133,138,42,2015-08-27,13:13:22.582643
36246,218.237.107.233,192.168.1.133,185,42,2015-08-27,13:13:22.582674
36247,218.237.107.233,192.168.1.133,372,42,2015-08-27,13:13:22.582705
36248,218.237.107.233,192.168.1.133,282,42,2015-08-27,13:13:22.582736
36249,218.237.107.233,192.168.1.133,194,42,2015-08-27,13:13:22.582767
36250,192.168.1.133,114.27.165.244,223,42,2015-08-27,13:13:22.584231
36251,192.168.1.133,114.27.165.244,74,42,2015-08-27,13:13:22.584557
36252,192.168.1.133,114.27.165.244,80,42,2015-08-27,13:13:22.591803
36253,192.168.1.133,114.27.165.244,134,42,2015-08-27,13:13:22.606533
36254,192.168.1.133,114.27.165.244,66,66,2015-08-27,13:13:22.621030
36255,192.168.1.133,114.27.165.244,204,42,2015-08-27,13:13:22.641583
36256,192.168.1.133,114.27.165.244,127,42,2015-08-27,13:13:22.672447
36257,192.168.1.133,157.55.56.154,60,42,2015-08-27,13:13:22.697043
36258,192.168.1.133,157.55.56.154,76,66,2015-08-27,13:13:22.698628
36259,192.168.1.133,111.221.74.15,98,42,2015-08-27,13:13:22.698776
36260,192.168.1.133,114.27.165.244,193,42,2015-08-27,13:13:22.701288
36261,192.168.1.133,114.27.165.244,143,42,2015-08-27,13:13:22.714027
36262,192.168.1.133,114.27.165.244,228,42,2015-08-27,13:13:22.747497
36263,192.168.1.133,114.27.165.244,200,42,2015-08-27,13:13:22.764207
36264,192.168.1.133,114.27.165.244,132,42,2015-08-27,13:13:22.783331
36265,192.168.1.133,114.27.165.244,225,42,2015-08-27,13:13:22.816423
36266,192.168.1.133,114.27.165.244,200,42,2015-08-27,13:13:22.821605
36267,192.168.1.133,114.27.165.244,142,42,2015-08-27,13:13:22.848696
36268,192.168.1.133,114.27.165.244,212,42,2015-08-27,13:13:22.881313
36269,192.168.1.133,114.27.165.244,146,42,2015-08-27,13:13:22.881505
36270,192.168.1.133,114.27.165.244,258,42,2015-08-27,13:13:22.915897
36271,192.168.1.133,114.27.165.244,231,42,2015-08-27,13:13:22.941775
36272,192.168.1.133,114.27.165.244,136,42,2015-08-27,13:13:22.950366
36273,192.168.1.133,114.27.165.244,258,42,2015-08-27,13:13:22.999389
36274,192.168.1.133,114.27.165.244,221,42,2015-08-27,13:13:23.001329
36275,192.168.1.133,114.27.165.244,127,42,2015-08-27,13:13:23.033638
36276,218.237.107.233,192.168.1.133,289,42,2015-08-27,13:13:23.041166
36277,218.237.107.233,192.168.1.133,66,66,2015-08-27,13:13:23.041257
36278,192.168.1.133,218.237.107.233,70,66,2015-08-27,13:13:23.041369
36279,218.237.107.233,192.168.1.133,192,42,2015-08-27,13:13:23.041407
36280,218.237.107.233,192.168.1.133,145,42,2015-08-27,13:13:23.041443
36281,218.237.107.233,192.168.1.133,353,42,2015-08-27,13:13:23.041477
36282,218.237.107.233,192.168.1.133,173,42,2015-08-27,13:13:23.041516
36283,218.237.107.233,192.168.1.133,200,42,2015-08-27,13:13:23.041548
36284,218.237.107.233,192.168.1.133,295,42,2015-08-27,13:13:23.041606
36285,218.237.107.233,192.168.1.133,169,42,2015-08-27,13:13:23.041638
36286,218.237.107.233,192.168.1.133,160,42,2015-08-27,13:13:23.041668
36287,218.237.107.233,192.168.1.133,153,42,2015-08-27,13:13:23.041699
36288,218.237.107.233,192.168.1.133,276,42,2015-08-27,13:13:23.041729
36289,218.237.107.233,192.168.1.133,151,42,2015-08-27,13:13:23.041759
36290,218.237.107.233,192.168.1.133,161,42,2015-08-27,13:13:23.041790
36291,218.237.107.233,192.168.1.133,270,42,2015-08-27,13:13:23.041822
36292,218.237.107.233,192.168.1.133,175,42,2015-08-27,13:13:23.041852
36293,218.237.107.233,192.168.1.133,186,66,2015-08-27,13:13:23.041882
36294,192.168.1.133,218.237.107.233,66,66,2015-08-27,13:13:23.041944
36295,192.168.1.133,114.27.165.244,210,42,2015-08-27,13:13:23.061444
36296,192.168.1.133,114.27.165.244,120,42,2015-08-27,13:13:23.066727
36297,192.168.1.133,114.27.165.244,219,42,2015-08-27,13:13:23.134125
36298,192.168.1.133,114.27.165.244,221,42,2015-08-27,13:13:23.171222
36299,192.168.1.133,114.27.165.244,232,42,2015-08-27,13:13:23.203514
36300,192.168.1.133,114.27.165.244,231,42,2015-08-27,13:13:23.238013
36301,192.168.1.133,114.27.165.244,229,42,2015-08-27,13:13:23.269856
36302,192.168.1.133,114.27.165.244,207,42,2015-08-27,13:13:23.301392
36303,192.168.1.133,114.27.165.244,138,42,2015-08-27,13:13:23.308084
36304,192.168.1.133,114.27.165.244,222,42,2015-08-27,13:13:23.352227
36305,192.168.1.133,114.27.165.244,201,42,2015-08-27,13:13:23.364226
36306,192.168.1.133,114.27.165.244,138,42,2015-08-27,13:13:23.386636
36307,14.53.199.67,192.168.1.133,66,66,2015-08-27,13:13:23.391354
36308,119.207.214.235,192.168.1.133,66,66,2015-08-27,13:13:23.391491
36309,114.27.165.244,192.168.1.133,66,66,2015-08-27,13:13:23.391540
36310,218.237.107.233,192.168.1.133,399,42,2015-08-27,13:13:23.391586
36311,192.168.1.133,119.207.214.235,90,66,2015-08-27,13:13:23.391988
36312,192.168.1.133,114.27.165.244,90,66,2015-08-27,13:13:23.392234
36313,218.237.107.233,192.168.1.133,382,42,2015-08-27,13:13:23.392273
36314,218.237.107.233,192.168.1.133,173,42,2015-08-27,13:13:23.392321
36315,218.237.107.233,192.168.1.133,244,42,2015-08-27,13:13:23.392388
36316,218.237.107.233,192.168.1.133,332,42,2015-08-27,13:13:23.392472
36317,114.27.165.244,192.168.1.133,80,66,2015-08-27,13:13:23.392513
36318,192.168.1.133,14.53.199.67,90,66,2015-08-27,13:13:23.392535
36319,192.168.1.133,114.27.165.244,66,66,2015-08-27,13:13:23.392594
36320,218.237.107.233,192.168.1.133,137,42,2015-08-27,13:13:23.392610
36321,218.237.107.233,192.168.1.133,186,42,2015-08-27,13:13:23.393842
36322,218.237.107.233,192.168.1.133,121,42,2015-08-27,13:13:23.394230
36323,218.237.107.233,192.168.1.133,275,42,2015-08-27,13:13:23.394284
36324,218.237.107.233,192.168.1.133,146,42,2015-08-27,13:13:23.394343
36325,218.237.107.233,192.168.1.133,196,42,2015-08-27,13:13:23.394382
36326,218.237.107.233,192.168.1.133,354,42,2015-08-27,13:13:23.394414
36327,218.237.107.233,192.168.1.133,168,42,2015-08-27,13:13:23.394445
36328,218.237.107.233,192.168.1.133,205,42,2015-08-27,13:13:23.394476
36329,119.207.214.235,192.168.1.133,90,66,2015-08-27,13:13:23.394508
36330,192.168.1.133,119.207.214.235,66,66,2015-08-27,13:13:23.394587
36331,218.237.107.233,192.168.1.133,329,42,2015-08-27,13:13:23.394609
36332,218.237.107.233,192.168.1.133,213,42,2015-08-27,13:13:23.394644
36333,218.237.107.233,192.168.1.133,303,42,2015-08-27,13:13:23.394675
36334,14.53.199.67,192.168.1.133,90,66,2015-08-27,13:13:23.394709
36335,192.168.1.133,14.53.199.67,66,66,2015-08-27,13:13:23.394769
36336,192.168.1.133,114.27.165.244,244,42,2015-08-27,13:13:23.420866
36337,192.168.1.133,114.27.165.244,214,42,2015-08-27,13:13:23.421390
36338,192.168.1.133,114.27.165.244,158,42,2015-08-27,13:13:23.456425
36339,218.237.107.233,192.168.1.133,123,66,2015-08-27,13:13:23.464822
36340,192.168.1.133,218.237.107.233,90,66,2015-08-27,13:13:23.464993
36341,192.168.1.133,114.27.165.244,230,42,2015-08-27,13:13:23.483790
36342,192.168.1.133,114.27.165.244,141,42,2015-08-27,13:13:23.487261
36343,218.237.107.233,192.168.1.133,173,42,2015-08-27,13:13:23.488462
36344,218.237.107.233,192.168.1.133,311,42,2015-08-27,13:13:23.488594
36345,218.237.107.233,192.168.1.133,167,42,2015-08-27,13:13:23.493151
36346,218.237.107.233,192.168.1.133,213,42,2015-08-27,13:13:23.493744
36347,218.237.107.233,192.168.1.133,303,42,2015-08-27,13:13:23.494172
36348,218.237.107.233,192.168.1.133,160,42,2015-08-27,13:13:23.494268
36349,218.237.107.233,192.168.1.133,136,42,2015-08-27,13:13:23.494522
36350,218.237.107.233,192.168.1.133,238,42,2015-08-27,13:13:23.514097
36351,192.168.1.133,114.27.165.244,227,42,2015-08-27,13:13:23.520382
36352,192.168.1.133,114.27.165.244,232,42,2015-08-27,13:13:23.541771
36353,192.168.1.133,114.27.165.244,129,42,2015-08-27,13:13:23.555910
36354,157.55.56.154,192.168.1.133,68,42,2015-08-27,13:13:23.571220
36355,157.55.56.154,192.168.1.133,66,66,2015-08-27,13:13:23.571571
36356,157.55.56.154,192.168.1.133,69,66,2015-08-27,13:13:23.571653
36357,111.221.74.15,192.168.1.133,68,42,2015-08-27,13:13:23.571831
36358,192.168.1.133,114.27.165.244,242,42,2015-08-27,13:13:23.590741
36359,192.168.1.133,157.55.56.154,66,66,2015-08-27,13:13:23.611022
36360,192.168.1.133,114.27.165.244,260,42,2015-08-27,13:13:23.638933
36361,192.168.1.133,114.27.165.244,251,42,2015-08-27,13:13:23.673567
36362,218.237.107.233,192.168.1.133,321,42,2015-08-27,13:13:23.698941
36363,218.237.107.233,192.168.1.133,159,42,2015-08-27,13:13:23.699565
36364,218.237.107.233,192.168.1.133,180,42,2015-08-27,13:13:23.700461
36365,192.168.1.133,114.27.165.244,82,42,2015-08-27,13:13:23.700828
36366,218.237.107.233,192.168.1.133,269,42,2015-08-27,13:13:23.700843
36367,218.237.107.233,192.168.1.133,141,42,2015-08-27,13:13:23.701928
36368,218.237.107.233,192.168.1.133,150,42,2015-08-27,13:13:23.702811
36369,218.237.107.233,192.168.1.133,216,42,2015-08-27,13:13:23.703464
36370,192.168.1.133,114.27.165.244,246,42,2015-08-27,13:13:23.706736
36371,218.237.107.233,192.168.1.133,329,42,2015-08-27,13:13:23.710477
36372,192.168.1.133,114.27.165.244,259,42,2015-08-27,13:13:23.747284
36373,192.168.1.133,114.27.165.244,230,42,2015-08-27,13:13:23.773094
36374,192.168.1.133,114.27.165.244,230,42,2015-08-27,13:13:23.806504
36375,218.237.107.233,192.168.1.133,218,66,2015-08-27,13:13:23.828881
36376,192.168.1.133,114.27.165.244,232,42,2015-08-27,13:13:23.840456
36377,114.27.165.244,192.168.1.133,90,66,2015-08-27,13:13:23.850639
36378,192.168.1.133,114.27.165.244,70,66,2015-08-27,13:13:23.850763
36379,192.168.1.133,218.237.107.233,66,66,2015-08-27,13:13:23.861029
36380,192.168.1.133,114.27.165.244,213,42,2015-08-27,13:13:23.877621
36381,192.168.1.133,10.137.178.29,70,42,2015-08-27,13:13:23.901942
36382,192.168.1.133,203.110.246.23,70,42,2015-08-27,13:13:23.902109
36383,218.237.107.233,192.168.1.133,131,42,2015-08-27,13:13:23.908687
