,size,times
28554,100,20126.0
28557,107,15731.0
28558,100,19806.0
28559,104,18526.0
28561,66,431.0
28564,102,10135.0
28565,527,11810.0
28566,101,8064.0
28567,101,22383.0
28570,102,10476.0
28571,99,20166.0
28572,102,20357.0
28575,103,6372.0
28576,474,6223.0
28577,1420,13860.0
28578,96,20086.0
28582,99,7872.0
28583,96,19478.0
28584,99,20207.0
28586,66,779.0
28587,70,561.0
28591,102,1870.0
28592,94,19911.0
28593,99,20443.0
28597,101,1575.0
28598,100,19771.0
28599,103,18538.0
28600,808,7097.0
28601,101,11874.0
28605,103,3315.0
28606,99,21574.0
28607,102,19983.0
28609,95,145.0
28612,94,15713.0
28613,102,19681.0
28614,100,20133.0
28620,103,6205.0
28621,103,20593.0
28622,100,19652.0
28623,325,6290.0
28624,98,12994.0
28630,100,3689.0
28631,98,20060.0
28632,66,10913.0
28633,98,11641.0
28634,99,17573.0
28639,107,6483.0
28640,102,19955.0
28642,66,368.0
28643,100,17685.0
28647,104,6094.0
28648,99,20295.0
28649,101,20614.0
28650,100,19941.0
28655,372,2476.0
28656,96,16098.0
28657,102,20073.0
28658,102,21874.0
28661,74,1183.0
28662,97,6199.0
28663,104,19805.0
28664,611,16884.0
28665,97,3214.0
28666,100,22383.0
28667,97,20362.0
28668,98,20043.0
28669,99,17130.0
28670,101,20113.0
28671,1102,15939.0
28672,99,4084.0
28673,101,22359.0
28674,101,20185.0
28675,95,17385.0
28676,98,20056.0
28677,101,19826.0
28678,706,5383.0
28679,1162,16236.0
28680,99,19822.0
28682,66,1157.0
28683,105,533.0
28693,80,7386.0
28694,93,7879.0
28695,101,19910.0
28696,634,12360.0
28697,104,7639.0
28706,101,17099.0
28707,101,19709.0
28708,102,20588.0
28711,105,19144.0
28712,98,20139.0
28713,95,19877.0
28717,108,16437.0
28718,99,17690.0
28719,101,20119.0
28723,100,6899.0
28724,99,19646.0
28725,663,5753.0
28726,101,14249.0
28729,100,6900.0
28730,98,19902.0
28731,104,22517.0
28733,98,999.0
28736,101,19526.0
28737,100,19649.0
28738,96,20226.0
28740,66,245.0
28745,102,8406.0
28746,99,17953.0
28747,103,19499.0
28748,1362,9138.0
28749,1372,343.0
28750,512,73.0
28755,106,6391.0
28756,100,22404.0
28757,100,20185.0
28758,110,8617.0
28763,98,9528.0
28764,99,20154.0
28765,97,19737.0
28768,99,10446.0
28769,102,20214.0
28770,101,20323.0
28773,104,5744.0
28774,100,19068.0
28775,1155,5460.0
28776,105,14764.0
28780,104,3356.0
28781,109,19829.0
28782,95,20058.0
28783,101,20115.0
28787,102,8036.0
28788,82,18566.0
28789,99,1463.0
28790,102,19754.0
28794,122,7882.0
28795,107,19495.0
28796,1084,3500.0
28797,1224,14323.0
28799,66,564.0
28802,107,5014.0
28803,107,20024.0
28804,96,22344.0
28807,94,7591.0
28808,104,19882.0
28809,94,19760.0
28810,100,19732.0
28817,96,7476.0
28818,99,19829.0
28819,471,17157.0
28820,98,236.0
28824,94,3621.0
28825,100,19989.0
28826,97,22756.0
28827,97,17301.0
28829,66,428.0
28834,97,4963.0
28835,96,20078.0
28836,99,22515.0
28837,93,17216.0
28841,99,8022.0
28842,95,20152.0
28843,101,20722.0
28844,1098,2962.0
28845,101,16082.0
28847,66,663.0
28849,95,1255.0
28853,102,19359.0
28854,98,20305.0
28857,99,1057.0
28858,100,20072.0
28859,104,19848.0
28862,103,1619.0
28863,95,21938.0
28864,98,20264.0
28865,97,20320.0
28866,1090,4737.0
28870,1440,8763.0
28871,102,19778.0
28872,105,19936.0
28876,98,5084.0
28877,98,23092.0
28878,100,16987.0
28881,782,699.0
28882,107,2801.0
28883,100,20165.0
28884,96,22869.0
28885,105,17195.0
28889,74,1278.0
28890,81,831.0
28891,101,6061.0
28892,897,19326.0
28893,103,214.0
28894,98,19784.0
28898,107,5705.0
28899,102,20058.0
28900,99,21182.0
28902,66,608.0
28907,105,8556.0
28908,723,15091.0
28909,1150,4853.0
28910,95,19819.0
28915,104,4747.0
28916,100,20434.0
28918,66,794.0
28919,70,606.0
28920,96,6424.0
28923,102,4733.0
28924,616,1691.0
28925,99,19275.0
28926,98,19135.0
28927,98,20099.0
28932,103,6787.0
28933,102,19975.0
28934,468,14480.0
28935,98,5226.0
28938,95,7153.0
28939,98,19273.0
28940,100,19907.0
28941,100,20168.0
28945,102,20428.0
28946,407,15633.0
28947,102,3467.0
28948,101,19790.0
28953,109,2946.0
28954,100,20897.0
28955,66,9935.0
28956,100,10220.0
28957,102,20222.0
28961,229,6951.0
28962,843,7371.0
28963,104,19839.0
28964,98,20074.0
28966,66,513.0
28970,95,5899.0
28971,98,17645.0
28972,99,19151.0
28973,252,5980.0
28977,103,5724.0
28978,102,20099.0
28979,102,19819.0
28983,106,7635.0
28984,107,23245.0
28985,419,11984.0
28986,107,4728.0
28990,102,5678.0
28991,104,19967.0
28992,100,21483.0
28996,104,6257.0
28997,101,20135.0
28998,362,13434.0
28999,105,6617.0
29003,81,1378.0
29004,99,5720.0
29005,96,20217.0
29006,100,20366.0
29009,94,6919.0
29010,104,21135.0
29011,334,5021.0
29012,528,13709.0
29015,103,7619.0
29016,103,19768.0
29017,103,22889.0
29019,66,729.0
29022,103,9052.0
29023,97,19579.0
29024,343,3766.0
29025,97,13814.0
29029,103,7305.0
29030,99,19686.0
29031,101,22656.0
29034,110,5915.0
29035,737,16974.0
29036,99,214.0
29037,104,19982.0
29038,101,19912.0
29043,98,5449.0
29044,95,19781.0
29045,98,20060.0
29048,1303,3334.0
29049,102,1132.0
29050,96,20072.0
29051,105,20143.0
29052,104,22646.0
29057,104,4892.0
29058,103,20973.0
29059,751,4989.0
29060,1364,13700.0
29061,98,19980.0
29062,116,9780.0
29068,99,6829.0
29069,113,19861.0
29070,104,19856.0
29072,66,317.0
29075,665,1021.0
29077,103,4949.0
29078,102,20008.0
29079,101,19963.0
29080,102,20466.0
29083,101,14959.0
29084,103,17885.0
29085,287,11854.0
29089,105,5895.0
29090,101,20247.0
29091,104,20093.0
29094,102,9140.0
29095,100,17321.0
29096,97,19960.0
29097,572,10092.0
29100,100,6466.0
29101,100,19974.0
29102,106,22278.0
29104,66,721.0
29108,100,8874.0
29109,99,21043.0
29110,100,17640.0
29111,516,10618.0
29115,80,708.0
29116,800,5956.0
29117,100,19963.0
29118,95,19779.0
29121,80,2270.0
29122,102,4632.0
29123,101,18137.0
29124,594,10469.0
29125,99,9016.0
29129,99,3917.0
29130,103,19980.0
29131,102,23067.0
29132,102,20014.0
29134,66,417.0
29138,105,3959.0
29139,292,7040.0
29140,103,12838.0
29141,97,20057.0
29146,104,7826.0
29147,102,19972.0
29148,97,20242.0
29151,99,5848.0
29152,364,8704.0
29153,100,8436.0
29154,100,19814.0
29155,100,20072.0
29159,106,7151.0
29160,105,17735.0
29161,115,19490.0
29162,457,1928.0
29166,669,5040.0
29167,102,20212.0
29168,95,21219.0
29169,101,19833.0
29172,93,6075.0
29173,98,20304.0
29174,329,4181.0
29175,104,14302.0
29176,105,20027.0
29178,66,437.0
29184,102,5759.0
29185,101,19490.0
29186,102,21153.0
29187,291,4650.0
29188,103,13735.0
29191,100,15459.0
29192,105,19776.0
29193,64,17668.0
29194,98,4571.0
29199,113,5431.0
29200,101,20186.0
29201,317,2292.0
29202,99,16930.0
29204,81,923.0
29205,101,8468.0
29209,100,6940.0
29210,99,22810.0
29212,66,491.0
29213,96,165.0
29216,442,2012.0
29217,503,4161.0
29218,95,19823.0
29219,99,20187.0
29223,101,8548.0
29224,100,19702.0
29225,101,18388.0
29226,734,12734.0
29230,98,4088.0
29231,82,123.0
29232,100,19860.0
29233,102,22429.0
29234,105,20580.0
29236,66,590.0
29241,105,7866.0
29242,103,17770.0
29243,1308,11766.0
29244,100,8149.0
29245,100,19870.0
29247,66,560.0
29252,100,6644.0
29253,101,20039.0
29254,96,20943.0
29257,98,6550.0
29259,66,640.0
29260,70,267.0
29261,1022,6708.0
29262,99,9305.0
29263,105,20288.0
29267,100,2839.0
29268,97,21558.0
29269,101,19712.0
29270,632,10618.0
29271,1371,8114.0
29275,104,4376.0
29276,102,19728.0
29277,99,20789.0
29278,97,20587.0
29283,105,4600.0
29284,101,19891.0
29285,102,19187.0
29287,100,3350.0
29291,100,7958.0
29292,100,20266.0
29293,101,19966.0
29297,538,5809.0
29298,98,232.0
29299,102,20140.0
29300,66,10347.0
29301,101,9594.0
29305,94,9379.0
29306,102,17852.0
29307,101,19658.0
29310,100,5883.0
29311,100,21151.0
29312,102,20702.0
29313,99,18477.0
29319,102,5833.0
29320,512,12145.0
29321,101,5586.0
29322,104,20353.0
29323,100,20145.0
29327,102,4877.0
29328,101,21757.0
29329,97,18438.0
29332,98,2699.0
29333,102,20409.0
29334,98,22121.0
29338,101,947.0
29339,101,20311.0
29340,391,15019.0
29341,105,4611.0
29342,111,19868.0
29343,111,20178.0
29344,112,22626.0
29345,105,17534.0
29346,107,19862.0
29347,107,20210.0
29348,104,21351.0
29349,103,20719.0
29350,103,20178.0
29351,100,18222.0
29352,99,19443.0
29353,286,235.0
29354,98,19787.0
29355,104,19932.0
29356,104,22793.0
29357,104,20305.0
29372,82,1463.0
29373,80,2560.0
29374,106,9742.0
29375,105,20038.0
29377,98,463.0
29378,66,92.0
29383,102,18474.0
29384,105,21279.0
29385,103,16591.0
29386,329,16636.0
29389,106,2921.0
29390,104,20271.0
29391,102,19838.0
29392,103,20081.0
29396,104,6239.0
29397,107,18392.0
29398,1362,13477.0
29399,222,314.0
29400,1424,5973.0
29401,105,20377.0
29403,66,218.0
29407,102,2658.0
29408,110,19617.0
29409,104,19648.0
29410,102,20779.0
29411,1362,12835.0
29416,107,5342.0
29417,103,19922.0
29418,103,20082.0
29419,101,20334.0
29420,104,19626.0
29421,429,2920.0
29422,100,17560.0
29423,115,20024.0
29424,113,19322.0
29425,109,19952.0
29426,117,22708.0
29427,108,18096.0
29428,110,20214.0
29429,822,12209.0
29430,1423,7093.0
29431,101,22185.0
29432,102,17808.0
29433,102,19999.0
29434,103,20809.0
29435,732,12860.0
29436,101,6178.0
29437,107,21260.0
29438,106,20335.0
29450,80,2588.0
29451,115,8870.0
29452,111,18194.0
29453,115,21095.0
29454,733,8310.0
29455,104,9183.0
29456,104,19946.0
29457,81,14760.0
29458,110,5010.0
29459,106,20748.0
29460,103,20585.0
29461,112,20189.0
29462,114,18671.0
29463,109,20077.0
29464,118,19837.0
29465,110,23417.0
29466,108,16622.0
29467,110,19636.0
29468,340,1170.0
29469,801,18928.0
29470,104,19982.0
29472,74,858.0
29489,66,313.0
29490,80,452.0
29491,97,7016.0
29492,101,20081.0
29493,95,20643.0
29494,100,19486.0
29495,103,22407.0
29496,100,19859.0
29497,98,19942.0
29498,103,18151.0
29499,108,19241.0
29500,289,3182.0
29501,96,17145.0
29502,110,19876.0
29503,109,20193.0
29504,111,20755.0
29505,108,19799.0
29506,102,20293.0
29507,104,22253.0
29522,66,2054.0
29523,117,7217.0
29524,81,956.0
29525,106,17730.0
29526,106,19949.0
29527,104,20382.0
29528,507,16031.0
29529,97,3518.0
29530,103,20086.0
29531,95,19839.0
29532,98,20276.0
29533,99,22074.0
29534,95,20668.0
29535,363,8380.0
29536,881,8895.0
29537,103,19767.0
29538,103,20211.0
29539,95,22353.0
29540,99,20410.0
29541,97,19930.0
29547,78,269.0
29548,379,655.0
29549,97,10608.0
29550,99,19862.0
29551,98,19972.0
29552,100,20116.0
29557,98,41.0
29566,101,17038.0
29567,349,8781.0
29568,101,11269.0
29574,66,97.0
29578,99,2958.0
29579,70,1478.0
29580,95,19185.0
29581,101,19423.0
29582,94,20556.0
29585,102,7679.0
29586,563,2174.0
29587,624,15881.0
29588,94,19746.0
29592,104,5249.0
29593,103,20234.0
29594,99,21161.0
29595,1362,8925.0
29596,147,187.0
29601,80,1082.0
29602,93,2859.0
29603,91,19668.0
29604,66,11006.0
29605,95,9214.0
29606,96,21241.0
29609,100,9104.0
29610,97,20134.0
29611,1307,7297.0
29612,1421,12036.0
29614,66,338.0
29619,106,6903.0
29620,106,19762.0
29621,97,20131.0
29626,66,173.0
29627,101,720.0
29628,100,19415.0
29629,98,19814.0
29632,98,4469.0
29633,100,23354.0
29634,103,16658.0
29635,104,20426.0
29636,519,6342.0
29637,102,13227.0
29643,103,16352.0
29644,100,19964.0
29647,100,9210.0
29648,99,20736.0
29649,99,20401.0
29653,607,2812.0
29654,94,2891.0
29655,93,17545.0
29656,92,19787.0
29660,99,5174.0
29661,96,19890.0
29662,104,22218.0
29666,100,1084.0
29667,108,19755.0
29668,109,19940.0
29669,105,23480.0
29672,121,7388.0
29673,113,19515.0
29674,441,4558.0
29675,681,15510.0
29676,108,19982.0
29680,107,20961.0
29681,118,8363.0
29682,104,11589.0
29683,103,19981.0
29684,95,20056.0
29685,95,17217.0
29686,96,20038.0
29687,97,20406.0
29688,94,22762.0
29689,100,19916.0
29690,100,19303.0
29691,357,2236.0
29692,97,15644.0
29693,101,19961.0
29694,97,20552.0
29695,93,19588.0
29696,193,16772.0
29697,98,5411.0
29698,99,17411.0
29706,80,1304.0
29707,97,14919.0
29708,99,20358.0
29709,103,19601.0
29711,66,172.0
29719,99,16633.0
29720,217,10072.0
29721,1372,8573.0
29722,99,19382.0
29723,99,19923.0
29724,101,22742.0
29725,102,20023.0
29726,98,19690.0
29727,233,6769.0
29728,100,10891.0
29729,98,19964.0
29730,104,20160.0
29731,102,22836.0
29732,102,17775.0
29733,101,20197.0
29734,226,5455.0
29735,106,13681.0
29736,99,21967.0
29737,97,20468.0
29739,66,310.0
29754,103,9829.0
29755,74,666.0
29756,101,16661.0
29757,95,19715.0
29758,325,1270.0
29763,508,11810.0
29764,103,22081.0
29765,103,20856.0
29768,99,5194.0
29769,103,18394.0
29770,1362,7327.0
29771,532,300.0
29772,101,11389.0
29775,100,5309.0
29776,101,21577.0
29777,104,20498.0
29781,104,3703.0
29782,105,20225.0
29783,106,18013.0
29784,105,19967.0
29785,118,9957.0
29790,104,2388.0
29791,100,22137.0
29792,100,19211.0
29797,848,596.0
29798,1426,633.0
29799,107,19921.0
29800,103,20578.0
29802,99,101.0
29805,101,19535.0
29806,99,17648.0
29807,984,18958.0
29808,93,478.0
29809,92,20183.0
29810,101,19973.0
29811,98,22712.0
29812,99,19924.0
29813,102,17532.0
29814,99,19926.0
29815,101,21174.0
29816,107,19683.0
29817,106,20560.0
29818,90,4990.0
29819,107,14853.0
29820,594,16841.0
29821,104,2476.0
29822,94,19382.0
29823,100,20028.0
29824,93,19917.0
29826,66,371.0
29841,105,10917.0
29842,81,426.0
29843,95,16291.0
29844,97,19671.0
29851,66,123.0
29852,96,9079.0
29853,98,22099.0
29854,94,17833.0
29858,97,5733.0
29860,66,156.0
29861,94,18050.0
29862,297,11626.0
29863,1046,8334.0
29867,105,10604.0
29868,99,19797.0
29869,104,20275.0
29870,99,20372.0
29874,101,15697.0
29875,98,20242.0
29876,99,20027.0
29880,101,8082.0
29881,104,15870.0
29882,108,19580.0
29883,248,8130.0
29887,109,4001.0
29888,102,20089.0
29889,104,22705.0
29892,100,8315.0
29893,106,20282.0
29894,106,19547.0
29895,104,17282.0
29898,103,18341.0
29899,116,390.0
29900,94,19623.0
29901,107,20157.0
29903,66,341.0
29904,70,1014.0
29905,99,5241.0
29910,104,13626.0
29911,192,2925.0
29912,105,17127.0
29913,104,20140.0
29914,107,19923.0
29920,81,980.0
29921,116,7629.0
29922,108,21256.0
29923,106,18101.0
29924,215,613.0
29926,660,8240.0
29927,105,20125.0
29928,110,22618.0
29931,74,2122.0
29932,110,8121.0
29933,100,19809.0
29934,164,408.0
29936,105,2056.0
29938,106,7831.0
29939,104,19988.0
29940,108,22303.0
29944,106,3719.0
29945,108,19111.0
29946,279,2571.0
29947,66,8188.0
29948,109,9394.0
29949,106,22262.0
29950,95,20535.0
29951,101,19828.0
29952,99,19839.0
29953,978,16434.0
29954,1043,919.0
29955,100,19951.0
29956,99,20056.0
29957,100,23316.0
29958,103,19487.0
29959,108,17943.0
29960,1362,17714.0
29961,110,1405.0
29962,102,20160.0
29963,211,15095.0
29964,107,7295.0
29965,110,20360.0
29967,66,454.0
29968,109,479.0
29977,102,6767.0
29978,1200,6833.0
29979,1436,10837.0
29980,103,19800.0
29981,103,20116.0
29982,102,22856.0
29983,96,17259.0
29996,102,14694.0
29997,103,19837.0
29998,101,22521.0
29999,743,16286.0
30000,105,1388.0
30001,97,20019.0
30002,105,20117.0
30003,110,19422.0
30004,116,582.0
30005,102,20344.0
30006,103,20007.0
30007,104,21253.0
30008,610,6911.0
30009,110,13783.0
30010,93,20089.0
30011,99,17504.0
30012,109,19826.0
30013,107,20049.0
30014,577,15205.0
30015,800,7218.0
30016,104,18419.0
30017,103,19098.0
30018,108,19888.0
30019,105,22394.0
30020,104,20003.0
30021,105,21018.0
30022,104,18609.0
30023,102,18206.0
30024,441,7488.0
30025,103,12284.0
30026,103,22605.0
30027,101,19733.0
30028,101,20534.0
30029,101,20386.0
30030,239,4499.0
30032,66,371.0
30033,103,74.0
30050,74,36.0
30057,109,17027.0
30058,106,17487.0
30059,108,20338.0
30060,108,20258.0
30061,104,22153.0
30062,224,6649.0
30063,74,11635.0
30064,679,1616.0
30066,66,383.0
30080,116,11673.0
30081,111,19843.0
30083,108,49.0
30087,104,18691.0
30088,105,20211.0
30089,246,7262.0
30090,108,9582.0
30093,109,17359.0
30094,104,19520.0
30095,107,22884.0
30100,109,5675.0
30101,268,19152.0
30102,113,1009.0
30103,100,19971.0
30104,102,19852.0
30108,104,6629.0
30109,109,20845.0
30110,100,21784.0
30111,299,5575.0
30115,354,7813.0
30116,98,20030.0
30117,99,20069.0
30121,101,8400.0
30122,101,20436.0
30123,99,19267.0
30124,420,1907.0
30128,98,4181.0
30129,102,19929.0
30130,94,20053.0
30131,100,22894.0
30132,117,772.0
30133,96,17141.0
30134,448,16145.0
30135,95,3005.0
30136,98,20037.0
30137,98,19822.0
30138,95,23218.0
30139,103,19504.0
30140,100,19850.0
30141,1152,11629.0
30142,1207,5824.0
30143,96,20328.0
30144,101,20016.0
30145,96,22450.0
30146,99,20179.0
30147,98,19851.0
30148,103,19604.0
30149,1023,1742.0
30159,110,12997.0
30160,100,19707.0
30161,95,20233.0
30162,97,24350.0
30163,95,18267.0
30164,692,8343.0
30165,100,8868.0
30166,95,20068.0
30167,99,19880.0
30168,96,22716.0
30169,96,17371.0
30170,98,19813.0
30171,1306,8416.0
30172,1362,11869.0
30173,100,20652.0
30174,98,20291.0
30175,99,19865.0
30176,104,20670.0
30177,102,18562.0
30178,701,8855.0
30179,95,10936.0
30180,102,20009.0
30181,100,23221.0
30182,101,19356.0
30184,74,3076.0
30192,82,16.0
30209,66,90.0
30210,99,2978.0
30211,105,17842.0
30212,103,19933.0
30213,104,19930.0
30214,102,20153.0
30215,104,19847.0
30216,103,22940.0
30217,848,481.0
30218,103,19010.0
30219,101,20069.0
30220,101,20336.0
30221,106,20131.0
30222,98,17399.0
30223,99,19943.0
30224,101,19793.0
30225,101,22515.0
30226,116,605.0
30227,101,20257.0
30228,109,19299.0
30229,102,17721.0
30230,420,18656.0
30231,764,1211.0
30232,101,19789.0
30233,101,19900.0
30234,100,20344.0
30235,107,19760.0
30236,100,22429.0
30237,93,17538.0
30238,105,19871.0
30239,104,19980.0
30241,66,317.0
30250,70,4.0
30257,78,103.0
30258,99,571.0
30259,85,4934.0
30260,80,205.0
30261,76,100.0
30262,77,4444.0
30263,99,7589.0
30264,296,13930.0
30265,103,6029.0
30266,97,20019.0
30267,103,19960.0
30268,100,22948.0
30269,100,19821.0
30270,102,20107.0
30271,99,19608.0
30272,198,986.0
30273,102,16656.0
30274,104,19812.0
30280,69,1375.0
30283,66,282.0
30285,77,27.0
30288,99,759.0
30289,96,19784.0
30290,105,23064.0
30291,345,8099.0
30292,908,11039.0
30293,94,20231.0
30294,69,17211.0
30295,97,3032.0
30296,103,20263.0
30297,98,18595.0
30298,100,19100.0
30299,613,9369.0
30300,99,9929.0
30301,99,22643.0
30302,104,20136.0
30303,106,17639.0
30304,106,19990.0
30305,742,16545.0
30306,94,3115.0
30313,66,94.0
30325,76,3453.0
30326,115,5889.0
30327,76,1310.0
30328,77,133.0
30329,76,102.0
30330,69,101.0
30331,93,18350.0
30332,102,19957.0
30333,98,20251.0
30334,102,22736.0
30335,648,15881.0
30336,708,640.0
30337,105,19768.0
30338,97,20012.0
30339,100,22923.0
30340,103,19576.0
30341,101,19824.0
30342,101,17988.0
30343,681,3873.0
30344,110,6279.0
30345,102,9330.0
30346,96,20360.0
30347,97,22583.0
30360,77,5492.0
30361,76,380.0
30362,102,651.0
30363,99,19553.0
30364,606,7085.0
30365,98,10312.0
30366,98,20146.0
30367,95,19981.0
30368,100,23251.0
30369,82,409.0
30370,99,17144.0
30371,97,19321.0
30372,1250,2502.0
30373,101,17245.0
30374,94,20243.0
30375,99,20159.0
30376,90,12133.0
30387,66,81.0
30392,110,5155.0
30393,104,20570.0
30394,111,19255.0
30397,112,7795.0
30398,108,23070.0
30399,104,19284.0
30403,105,10052.0
30404,108,17688.0
30405,1362,3962.0
30406,1372,296.0
30407,182,86.0
30408,106,15537.0
30411,109,9567.0
30412,102,19869.0
30413,103,20267.0
30415,66,348.0
30418,107,9060.0
30419,105,19287.0
30420,107,20817.0
30421,110,16713.0
30422,102,19989.0
30423,1190,8786.0
30424,104,11682.0
30425,111,19560.0
30426,103,22540.0
30427,106,20126.0
30428,102,19712.0
30429,103,20060.0
30430,107,20531.0
30431,102,20240.0
30432,103,19487.0
30433,650,9276.0
30434,103,8242.0
30435,106,19872.0
30436,107,20051.0
30437,99,22336.0
30438,103,20031.0
30441,66,100.0
30453,71,2103.0
30454,105,8549.0
30455,109,18266.0
30456,109,17665.0
30457,284,2308.0
30458,1252,17818.0
30459,109,19945.0
30460,116,11071.0
30461,108,11352.0
30462,104,20188.0
30463,105,19837.0
30464,100,20396.0
30465,104,19899.0
30466,98,18142.0
30467,103,19465.0
30468,288,5591.0
30469,103,14125.0
30470,113,19909.0
30471,99,21512.0
30472,99,19957.0
30473,100,19367.0
30474,99,19216.0
30475,100,20210.0
30476,97,22432.0
30477,90,19957.0
30478,101,234.0
30479,238,11466.0
30480,103,5598.0
30485,79,893.0
30486,81,2004.0
30487,72,130.0
30488,105,6251.0
30489,101,19877.0
30490,111,22548.0
30491,105,19801.0
30492,105,17648.0
30493,104,19874.0
30494,105,20179.0
30495,106,20610.0
30496,101,19775.0
30497,257,10623.0
30498,101,8627.0
30499,104,20162.0
30500,102,20153.0
30501,103,22382.0
30502,104,20388.0
30503,109,19594.0
30504,101,19982.0
30505,102,17586.0
30507,66,164.0
30535,103,7183.0
30536,100,19783.0
30537,82,3198.0
30538,101,18168.0
30539,93,18677.0
30540,1138,11382.0
30541,96,8789.0
30542,93,20407.0
30543,97,20169.0
30544,104,20833.0
30548,66,161.0
30551,103,7494.0
30552,99,19397.0
30553,94,19903.0
30554,1234,2633.0
30555,97,16287.0
30556,100,20357.0
30557,100,19797.0
30558,101,20681.0
30559,573,9223.0
30560,95,9878.0
30561,100,20360.0
30562,110,485.0
30563,98,19478.0
30564,102,19837.0
30565,104,22287.0
30566,110,20898.0
30567,556,4510.0
30568,114,12258.0
30569,101,20031.0
30570,99,19953.0
30571,99,22545.0
30572,97,19993.0
30573,99,20206.0
30582,66,106.0
30599,96,423.0
30600,70,4167.0
30601,103,15588.0
30602,105,19984.0
30603,108,22737.0
30608,105,3856.0
30609,690,4321.0
30610,1298,15503.0
30611,66,10767.0
30612,105,9150.0
30613,105,22606.0
30617,119,6627.0
30618,108,20800.0
30619,106,19375.0
30620,104,20053.0
30621,103,22970.0
30622,102,20895.0
30623,459,7366.0
30624,104,8700.0
30630,79,1208.0
30631,82,442.0
30632,99,7489.0
30633,104,19899.0
30634,107,22725.0
30635,104,20431.0
30636,103,19256.0
30637,112,17738.0
30638,110,19808.0
30639,103,20186.0
30640,104,19953.0
30641,292,3487.0
30642,101,17259.0
30643,99,19974.0
30644,100,19861.0
30645,104,22146.0
30646,104,19831.0
30647,105,18591.0
30648,102,19786.0
30649,238,2967.0
30650,102,15862.0
30651,118,22566.0
30656,66,94.0
30670,115,10939.0
30671,99,19779.0
30672,101,20160.0
30673,99,20114.0
30674,105,20017.0
30675,109,20748.0
30676,665,10671.0
30677,732,8147.0
30678,110,20178.0
30679,103,20220.0
30680,100,17334.0
30681,101,20218.0
30682,102,20003.0
30683,102,20016.0
30684,110,22452.0
30685,106,20309.0
30686,109,19915.0
30691,66,418.0
30700,82,8924.0
30701,114,341.0
30702,341,10266.0
30703,110,8332.0
30704,104,19981.0
30705,104,19969.0
30706,97,22466.0
30707,93,17646.0
30708,103,20079.0
30709,286,10364.0
30710,107,9697.0
30711,99,19607.0
30712,102,20135.0
30713,102,20711.0
30714,104,20324.0
30715,263,8456.0
30716,102,10814.0
30717,99,19545.0
30718,101,20120.0
30719,102,19861.0
30720,108,19774.0
30721,101,19939.0
30722,715,6095.0
30723,786,14046.0
30724,101,19962.0
30730,66,72.0
30746,99,5518.0
30747,105,19984.0
30748,97,20652.0
30749,99,19298.0
30750,1318,843.0
30755,104,15811.0
30756,101,19867.0
30757,109,20073.0
30758,104,20406.0
30759,104,19595.0
30760,103,20335.0
30761,1362,3516.0
30762,106,16081.0
30763,99,20122.0
30764,101,19910.0
30765,291,3428.0
30766,102,17041.0
30767,100,19680.0
30768,104,19979.0
30769,1235,1493.0
30770,1425,19640.0
30771,104,20041.0
30772,106,19932.0
30774,66,165.0
30794,74,5781.0
30795,112,3070.0
30796,105,21083.0
30797,99,19980.0
30798,96,19753.0
30799,99,22498.0
30800,99,18948.0
30801,104,17158.0
30802,103,20166.0
30803,647,1152.0
30804,102,18414.0
30805,99,19967.0
30806,101,19976.0
30807,98,20661.0
30808,98,21814.0
30809,100,18024.0
30810,91,19527.0
30811,101,20069.0
30814,66,97.0
30831,104,1080.0
30832,106,19997.0
30833,518,18364.0
30834,100,3663.0
30835,98,20782.0
30836,109,20485.0
30839,66,253.0
30843,112,8306.0
30844,98,19070.0
30845,103,20682.0
30849,81,1388.0
30850,93,9078.0
30851,102,20659.0
30852,104,20131.0
30856,101,10277.0
30857,96,19795.0
30858,258,15159.0
30859,101,2220.0
30863,102,3270.0
30864,100,20096.0
30865,111,20244.0
30866,114,21458.0
30867,102,18612.0
30868,103,19863.0
30869,99,20018.0
30870,102,20225.0
30871,101,20825.0
30872,290,16766.0
30873,1424,2138.0
30874,106,20078.0
30875,103,19731.0
30876,102,20280.0
30877,117,11286.0
30878,101,11831.0
30879,103,16801.0
30880,102,20385.0
30881,101,19791.0
30882,105,20231.0
30883,102,20414.0
30884,107,19911.0
30885,205,2224.0
30886,107,17205.0
30887,105,19817.0
30888,100,20373.0
30889,99,22537.0
30890,100,19556.0
30891,100,20816.0
30892,106,16623.0
30893,100,20025.0
30894,104,20260.0
30895,102,20206.0
30896,101,20519.0
30897,219,14350.0
30898,102,4584.0
30899,97,20078.0
30900,100,20019.0
30901,98,23137.0
30902,101,17323.0
30903,518,13863.0
30904,103,5651.0
30905,104,20079.0
30906,100,19906.0
30907,103,22791.0
30908,101,19760.0
30909,102,18064.0
30910,1045,13317.0
30911,104,6177.0
30924,82,3070.0
30925,77,145.0
30926,76,111.0
30927,77,106.0
30928,117,5774.0
30929,102,20763.0
30930,103,20296.0
30931,110,19655.0
30932,109,19623.0
30933,887,11048.0
30934,100,8658.0
30935,101,19963.0
30936,104,20032.0
30937,100,22757.0
30938,104,20562.0
30939,99,17218.0
30940,888,7470.0
30941,1107,11992.0
30942,101,19871.0
30943,99,22330.0
30944,103,20197.0
30945,106,19994.0
30946,103,17723.0
30947,107,19936.0
30948,102,19944.0
